sentence,original_label,original_book,book_Anna_Karenina,naive_Anna_Karenina,book_Frankenstein,naive_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,naive_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights,naive_Wuthering_Heights
Traitor!,2,Wuthering Heights,0,0,0,0,0,0,1,1
and what does not recall her?,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Quick, now!",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,1,0
"We can do without lobsters, you know.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
How to do this?,1,Anna Karenina,1,1,0,0,0,0,1,0
Come in this evening.,1,Anna Karenina,1,1,0,0,0,0,1,0
"said Anna, and she cried as weakly and childishly as he.",1,Anna Karenina,1,1,0,0,0,0,1,0
He then told me that he would commence his narrative the next day when I should be at leisure.,3,Frankenstein,0,0,1,1,0,0,0,0
"I knew that I was preparing for myself a deadly torture, but I was the slave, not the master, of an impulse which I detested yet could not disobey.",3,Frankenstein,0,0,1,1,0,0,0,0
How should I?,2,Wuthering Heights,1,0,0,0,0,0,1,1
Are they Germans?,3,Frankenstein,1,0,1,1,0,0,0,0
"He glanced fearfully towards the Heights, begging she would remain another half-hour, at least.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"Walton, _in continuation._ August 26th, 17 .",3,Frankenstein,0,0,1,1,0,0,0,0
"from the Gryphon, and the constant heavy sobbing of the Mock Turtle.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"exclaimed Mr. Linton, turning from me to Catherine.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"He felt that if they had both not kept up appearances, but had spoken, as it is called, from the heart that is to say, had said only just what they were thinking and feeling they would simply have looked into each other s faces, and Konstantin could only have said, You re dying, you re dying!",1,Anna Karenina,1,1,0,0,0,0,0,0
I m sorry I disturbed you.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"I was troubled; a mist came over my eyes, and I felt a faintness seize me, but I was quickly restored by the cold gale of the mountains.",3,Frankenstein,0,0,1,1,0,0,0,0
I was alone; none were near me to dissipate the gloom and relieve me from the sickening oppression of the most terrible reveries.,3,Frankenstein,0,0,1,1,0,0,0,0
"But anyway, it won t do to ask her now.",1,Anna Karenina,1,1,0,0,1,0,0,0
"I cried angrily; if he is not killed, he ll be an idiot!",2,Wuthering Heights,1,0,0,0,0,0,1,1
Ahem!,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
"That s all over for me, he said to himself.",1,Anna Karenina,1,1,0,0,0,0,1,0
Sappho smoking a cigarette went off into the garden with the two young men.,1,Anna Karenina,1,1,0,0,0,0,0,0
Very glad to see you!,1,Anna Karenina,1,1,0,0,0,0,1,0
"This is not much connected with Miss Isabella s affair: except that it urged me to resolve further on mounting vigilant guard, and doing my utmost to check the spread of such bad influence at the Grange: even though I should wake a domestic storm, by thwarting Mrs. Linton s pleasure.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"that accounts for it, said the Hatter.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I have endured toil and misery; I left Switzerland with you; I crept along the shores of the Rhine, among its willow islands and over the summits of its hills.",3,Frankenstein,0,0,1,1,0,0,0,0
"Alice looked all round the table, but there was nothing on it but tea.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
he said gently.,1,Anna Karenina,1,1,0,0,1,0,1,0
"She is such a dear quiet thing, Alice went on, half to herself, as she swam lazily about in the pool, and she sits purring so nicely by the fire, licking her paws and washing her face and she is such a nice soft thing to nurse and she s such a capital one for catching mice oh, I beg your pardon!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Poor Linton ran a frightened eye over the faces of the three.,2,Wuthering Heights,0,0,0,0,0,0,1,1
I read and studied the wild fancies of these writers with delight; they appeared to me treasures known to few besides myself.,3,Frankenstein,0,0,1,1,0,0,0,0
"He was an old crab, _he_ was.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Not I!,2,Wuthering Heights,1,0,0,0,1,0,1,1
"I declined; telling him plainly that his strange talk and manner frightened me, and I had neither the nerve nor the will to be his companion alone.",2,Wuthering Heights,0,0,0,0,0,0,1,1
It s something new to hear a voice like yours!,2,Wuthering Heights,1,0,0,0,0,0,1,1
But do wait a minute.,1,Anna Karenina,1,1,0,0,0,0,1,0
"I was scarcely hid when a young girl came running towards the spot where I was concealed, laughing, as if she ran from someone in sport.",3,Frankenstein,0,0,1,1,0,0,0,0
"Yes, to die!...",1,Anna Karenina,1,1,0,0,0,0,1,0
"The very winds whispered in soothing accents, and maternal Nature bade me weep no more.",3,Frankenstein,0,0,1,1,0,0,0,0
"I was firmly convinced in my own mind that Justine, and indeed every human being, was guiltless of this murder.",3,Frankenstein,0,0,1,1,0,0,0,0
"I had gazed on him while unfinished; he was ugly then, but when those muscles and joints were rendered capable of motion, it became a thing such as even Dante could not have conceived.",3,Frankenstein,0,0,1,1,0,0,0,0
"I should forget, he would forgive....",1,Anna Karenina,1,1,0,0,0,0,1,0
"It was high time to go, for the pool was getting quite crowded with the birds and animals that had fallen into it: there were a Duck and a Dodo, a Lory and an Eaglet, and several other curious creatures.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"If our impulses were confined to hunger, thirst, and desire, we might be nearly free; but now we are moved by every wind that blows and a chance word or scene that that word may convey to us.",3,Frankenstein,0,0,1,1,0,0,0,0
"His forehead, that I once thought so manly, and that I now think so diabolical, was shaded with a heavy cloud; his basilisk eyes were nearly quenched by sleeplessness, and weeping, perhaps, for the lashes were wet then: his lips devoid of their ferocious sneer, and sealed in an expression of unspeakable sadness.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"His countenance expressed sympathy and compassion; he drew a chair close to mine and addressed me in French, I fear that this place is very shocking to you; can I do anything to make you more comfortable?",3,Frankenstein,0,0,1,1,0,0,0,0
"It s the thing Mock Turtle Soup is made from, said the Queen.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I ve tried the roots of trees, and I ve tried banks, and I ve tried hedges, the Pigeon went on, without attending to her; but those serpents!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"This last blow overcame her, and she knelt by Beaufort s coffin weeping bitterly, when my father entered the chamber.",3,Frankenstein,0,0,1,1,0,0,0,0
"Yet one duty remained to me, the recollection of which finally triumphed over my selfish despair.",3,Frankenstein,0,0,1,1,0,0,0,0
I found that these people possessed a method of communicating their experience and feelings to one another by articulate sounds.,3,Frankenstein,0,0,1,1,0,0,0,0
Perhaps during former years he had suffered from the late-discovered unworthiness of one beloved and so was disposed to set a greater value on tried worth.,3,Frankenstein,0,0,1,1,0,0,0,0
"Oh, it _will_ be something worse, she said.",2,Wuthering Heights,1,0,0,0,0,0,1,1
I m in torture.,1,Anna Karenina,1,1,1,0,0,0,1,0
"Such were my reflections as I commenced my journey; but as I proceeded, my spirits and hopes rose.",3,Frankenstein,0,0,1,1,0,0,0,0
And it s all so unimportant.,1,Anna Karenina,1,1,0,0,0,0,1,0
what could I do?,1,Anna Karenina,1,1,0,0,0,0,1,0
In God s name.,1,Anna Karenina,1,1,0,0,0,0,1,0
I felt stunned by the awful event; and my memory unavoidably recurred to former times with a sort of oppressive sadness.,2,Wuthering Heights,0,0,1,0,0,0,1,1
"Justine also was a girl of merit and possessed qualities which promised to render her life happy; now all was to be obliterated in an ignominious grave, and I the cause!",3,Frankenstein,0,0,1,1,0,0,0,0
I hate him!,2,Wuthering Heights,1,0,0,0,0,0,1,1
Serpuhovskoy smiled.,1,Anna Karenina,1,1,1,0,0,0,1,0
The silence (though it lasted no more than a minute) became too intolerable to him.,1,Anna Karenina,1,1,1,0,0,0,0,0
"I cannot guess how many days have passed since then, but I have endured misery which nothing but the eternal sentiment of a just retribution burning within my heart could have enabled me to support.",3,Frankenstein,0,0,1,1,0,0,0,0
she inquired.,1,Anna Karenina,1,1,0,0,1,0,1,0
said Alice; I must be shutting up like a telescope.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"These events have affected me, God knows how deeply; but I am not so wretched as you are.",3,Frankenstein,0,0,1,1,0,0,0,0
"I shall sit here, he said, on and off, for days and days.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,1,0
She pitied him deeply.,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,1,0
"And pity for her, and remorse for having desired her death, and most of all, the joy of forgiveness, made him at once conscious, not simply of the relief of his own sufferings, but of a spiritual peace he had never experienced before.",1,Anna Karenina,1,1,1,0,0,0,1,0
I asked the footman.,1,Anna Karenina,1,1,0,0,1,0,0,0
He could not say that to her.,1,Anna Karenina,1,1,0,0,0,0,1,0
"The Queen turned crimson with fury, and, after glaring at her for a moment like a wild beast, screamed Off with her head!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
And do not you fear the fierce vengeance of my arm wreaked on your miserable head?,3,Frankenstein,0,0,1,1,0,0,0,0
"Oh, dear!",1,Anna Karenina,1,1,1,0,1,0,1,0
He lay an image of sadness and resignation awaiting his death.,2,Wuthering Heights,0,0,1,0,0,0,1,1
"But you re not so thin you ve not been so poorly, have you?",2,Wuthering Heights,1,0,0,0,0,0,1,1
There s certainly too much pepper in that soup!,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Ah!,1,Anna Karenina,1,1,1,0,1,0,1,0
"Oh, that s it!",1,Anna Karenina,1,1,1,0,1,0,1,0
"Nor I, said the March Hare.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
He felt incapable of being either.,1,Anna Karenina,1,1,0,0,0,0,1,0
cried the desperate being.,2,Wuthering Heights,1,0,1,0,0,0,1,1
"All the time they were playing the Queen never left off quarrelling with the other players, and shouting Off with his head!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Come, this is going to be some good!",1,Anna Karenina,1,1,0,0,0,0,1,0
"And here Isabella began to cry; but, immediately dashing the water from her lashes, she recommenced.",2,Wuthering Heights,1,0,0,0,1,0,1,1
In the meantime I took every precaution to defend my person in case the fiend should openly attack me.,3,Frankenstein,1,0,1,1,0,0,0,0
Are you going to listen to her ravings?,2,Wuthering Heights,1,0,0,0,1,0,1,1
"The whole series of my life appeared to me as a dream; I sometimes doubted if indeed it were all true, for it never presented itself to my mind with the force of reality.",3,Frankenstein,0,0,1,1,0,0,0,0
why didn t I die!,1,Anna Karenina,1,1,1,0,0,0,1,0
The person to whom I addressed myself added that Justine had already confessed her guilt.,3,Frankenstein,0,0,1,1,0,0,0,0
I shall die!,2,Wuthering Heights,1,0,1,0,0,0,1,1
"Very glad to meet you, he said.",1,Anna Karenina,1,1,0,0,0,0,1,0
"Listen to my tale; when you have heard that, abandon or commiserate me, as you shall judge that I deserve.",3,Frankenstein,0,0,1,1,0,0,0,0
Come back!,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
"And his mouth watered to tear you with his teeth; because he s only half man: not so much, and the rest fiend.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"Oh, it is nice, delicious!",1,Anna Karenina,1,1,0,0,0,0,1,0
"My cousin, replied I, it is decided as you may have expected; all judges had rather that ten innocent should suffer than that one guilty should escape.",3,Frankenstein,0,0,1,1,0,0,0,0
I advised her to value him the more for his affection.,2,Wuthering Heights,0,0,0,0,0,0,1,1
And the executioner went off like an arrow.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I ll walk in the yard till daylight, and then I ll be off; and you need not dread a repetition of my intrusion.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"She s still here, she thought.",1,Anna Karenina,1,1,0,0,1,0,0,0
"He had grown a tall, athletic, well-formed man; beside whom my master seemed quite slender and youth-like.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"There he is, cried Heathcliff, sinking back into his seat.",2,Wuthering Heights,1,0,0,0,0,0,1,1
"The apartment and furniture would have been nothing extraordinary as belonging to a homely, northern farmer, with a stubborn countenance, and stalwart limbs set out to advantage in knee-breeches and gaiters.",2,Wuthering Heights,0,0,0,0,0,0,1,1
Alas!,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
You are not going to the public meeting?,1,Anna Karenina,1,1,0,0,1,0,0,0
You gave that?,1,Anna Karenina,1,1,0,0,1,0,0,0
"Elizabeth observed my agitation for some time in timid and fearful silence, but there was something in my glance which communicated terror to her, and trembling, she asked, What is it that agitates you, my dear Victor?",3,Frankenstein,0,0,1,1,0,0,0,0
"The pang is over, his sufferings are at an end for ever.",3,Frankenstein,1,0,1,1,0,0,0,0
"You refuse my just demand; I have but one resource, and I devote myself, either in my life or death, to his destruction.",3,Frankenstein,0,0,1,1,0,0,0,0
"That s true enough, the gentleman with the gray whiskers chimed in, positively laughing with satisfaction.",1,Anna Karenina,1,1,0,0,0,0,1,0
I proceed.,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
"Some hours passed thus; but by degrees, as the sun declined towards the horizon, the wind died away into a gentle breeze and the sea became free from breakers.",3,Frankenstein,0,0,1,1,0,0,0,0
Ugly wretch!,3,Frankenstein,0,0,1,1,0,0,1,0
"He drank the glass offered him, and ordered a bottle of wine.",1,Anna Karenina,1,1,0,0,0,0,1,0
"The dinner, the dining-room, the service, the waiting at table, the wine, and the food, were not simply in keeping with the general tone of modern luxury throughout all the house, but seemed even more sumptuous and modern.",1,Anna Karenina,1,1,0,0,0,0,0,0
"Once commenced, it would quickly be achieved, and I might be restored to my family in peace and happiness.",3,Frankenstein,0,0,1,1,0,0,0,0
"The sun had far descended, and I still sat on the shore, satisfying my appetite, which had become ravenous, with an oaten cake, when I saw a fishing-boat land close to me, and one of the men brought me a packet; it contained letters from Geneva, and one from Clerval entreating me to join him.",3,Frankenstein,0,0,1,1,0,0,0,0
Two years after this event Caroline became his wife.,3,Frankenstein,0,0,1,1,0,0,0,0
Before this I was not unacquainted with the more obvious laws of electricity.,3,Frankenstein,0,0,1,1,0,0,0,0
"I was guiltless, but I had indeed drawn down a horrible curse upon my head, as mortal as that of crime.",3,Frankenstein,0,0,1,1,0,0,0,0
"I fancied that as they consumed, he recalled the pleasure they had already imparted, and the triumph and ever-increasing pleasure he had anticipated from them; and I fancied I guessed the incitement to his secret studies also.",2,Wuthering Heights,1,0,1,0,0,0,1,1
His children?,1,Anna Karenina,1,1,0,0,0,0,1,0
"He could not live under the horrors that were accumulated around him; the springs of existence suddenly gave way; he was unable to rise from his bed, and in a few days he died in my arms.",3,Frankenstein,0,0,1,1,0,0,0,0
